id,field,current_structured,value_in_research_notes,category,snippet
HD2642,death,1843-12-?,1843-12-18,clean,"; d. Dec 18, 1843 a"
X00890,birth,1787-?-?,1787-03-10,clean,"b. Mar 10, 1787 G"
HD2643,death,1859-6-?,1859-06-09,clean,"; d. Jun 9, 1859 S"
HD2644,birth,1844-2-?,1844-02-20,clean,"b. Feb 20, 1844 S"
HD2645,birth,1846-12-?,1846-12-15,clean,"b. Dec 15, 1846 S"
HD2646,birth,1853-6-?,1853-06-09,clean,"b. Jun 9, 1853 S"
HD2648,birth,1871-6-?,1871-06-30,clean,"b. Jun 30, 1871."
X00895,birth,1779-?-?,1779-06-02,clean,"b. Jun 2, 1779 H"
X00895,death,1836-?-?,1836-03-07,clean,"; d. Mar 7, 1836 N"
HD2655,birth,1806-6-?,1806-06-19,clean,"b. Jun 19, 1806 N"
HD2655,death,1876-10-?,1876-10-10,clean,"; d. Oct 10, 1876 N"
HD2656,birth,1814-12-?,1814-12-18,clean,"b. Dec 18, 1814 N"
HD2656,death,1882-12-?,1882-12-21,clean,"; d. Dec 21, 1882 V"
X00897,birth,1817-?-?,1817-02-17,clean,"b. Feb 17, 1817 S"
X00897,death,1905-?-?,1905-09-23,clean,"; d. Sep 23, 1905 N"
HD2666,death,1935-12-?,1935-12-29,clean,"; d. Dec 29, 1935 a"
HD2668,birth,1857-5-?,1857-05-30,clean,"b. May 30, 1857 N"
HD2668,death,1916-9-?,1916-09-07,clean,"; d. Sep 7, 1916 H"
X00900,birth,1862-?-?,1862-08-29,clean,"b. Aug 29, 1862 N"
X00900,death,1947-?-?,1947-08-23,clean,"; d. Aug 23, 1947 N"
X00902,birth,1893-?-?,1893-02-24,clean,"b. Feb 24, 1893;"
X00902,death,1967-?-?,1967-02-23,clean,"; d. Feb 23, 1967 a"
X00908,death,1791-?-?,1791-04-07,clean,"; d. Apr 7, 1791 W"
H00987,death,1758-7-?,1758-07-22,clean,"; d. Jul 22, 1758 a"
H00994,birth,1772-12-?,1772-12-25,clean,"b. Dec 25, 1772 H"
HD2675,birth,1778-8-?,1778-08-22,clean,"b. Aug 22, 1778 W"
X00911,death,1849-?-?,1849-09-30,clean,"; d. Sep 30, 1849 M"
X00912,birth,1798-?-?,1798-03-24,clean,"b. Mar 24, 1798 S"
X00913,birth,1835-?-?,1835-09-22,clean,"b. Sep 22, 1835 N"
X00913,death,1907-?-?,1907-03-08,clean,"; d. Mar 8, 1907 H"
HD2683,death,1908-2-?,1908-02-01,clean,"; d. Feb 1, 1908 G"
X00914,death,1900-?-?,1900-08-10,clean,"; d. Aug 10, 1900 M"
HD2684,birth,1832-10-?,1832-10-11,clean,"b. Oct 11, 1832 T"
HD2684,death,1909-5-?,1909-05-16,clean,"; d. May 16, 1909 D"
X00915,death,1898-?-?,1898-08-25,clean,"; d. Aug 25, 1898 P"
HD2685,birth,1865-5-?,1865-05-17,clean,"b. May 17, 1865 F"
HD2685,death,1898-3-?,1898-03-29,clean,"; d. Mar 29, 1898 A"
X00916,birth,1900-?-?,1900-08-30,clean,"b. Aug 30, 1900 O"
X00916,death,1986-?-?,1986-06-22,clean,"; d. Jun 22, 1986 S"
HD2686,birth,1896-10-?,1896-10-29,clean,"b. Oct 29, 1896 S"
HD2686,death,1973-5-?,1973-05-08,clean,"; d. May 8, 1973 S"
HD2687,birth,1925-8-?,1925-08-04,clean,"b. Aug 4, 1925 O"
HD2687,death,2018-9-?,2018-09-14,clean,"; d. Sep 14, 2018 a"
HD2688,birth,1854-10-?,1854-10-01,clean,"b. Oct 1, 1854 K"
HD2688,death,1894-4-?,1894-04-24,clean,"; d. Apr 24, 1894 K"
HD2690,birth,1857-10-?,1857-10-27,clean,"b. Oct 27, 1857 L"
HD2690,death,1894-1-?,1894-01-29,clean,"; d. Jan 29, 1894 O"
HD2691,birth,1883-12-?,1883-12-25,clean,"b. Dec 25, 1883 C"
HD2691,death,1922-9-?,1922-09-18,clean,"; d. Sep 18, 1922 A"
HD2692,birth,1889-3-?,1889-03-03,clean,"b. Mar 3, 1889 O"
HD2692,death,1967-4-?,1967-04-01,clean,"; d. Apr 1, 1967 G"
HD2694,birth,1892-11-?,1892-11-05,clean,"b. Nov 5, 1892 O"
HD2694,death,1957-6-?,1957-06-13,clean,"; d. Jun 13, 1957 W"
HD2695,birth,1907-8-?,1907-08-27,clean,"b. Aug 27, 1907 M"
HD2695,death,1973-4-?,1973-04-24,clean,"; d. Apr 24, 1973 G"
HD2696,birth,1927-12-?,1927-12-24,clean,"b. Dec 24, 1927 G"
HD2696,death,2001-6-?,2001-06-24,clean,"; d. Jun 24, 2001 W"
HD2697,birth,1861-1-?,1861-01-02,clean,"b. Jan 2, 1861 F"
HD2697,death,1934-8-?,1934-08-27,clean,"; d. Aug 27, 1934 D"
HD2698,birth,1864-11-?,1864-11-23,clean,"b. Nov 23, 1864 K"
HD2698,death,1935-4-?,1935-04-08,clean,"; d. Apr 8, 1935 L"
HD2700,birth,1871-4-?,1871-04-20,clean,"b. Apr 20, 1871 L"
HD2707,birth,1799-5-?,1799-05-12,clean,"b. May 12, 1799 H"
HD2707,death,1877-?-?,1877-12-17,clean,"; d. Dec 17, 1877 M"
H02078,birth,1797-1-?,1797-01-31,clean,"b. Jan 31, 1797 H"
H02078,death,1883-6-?,1883-06-12,clean,"; d. Jun 12, 1883 W"
X00936,birth,1792-2-?,1792-02-17,clean,"b. Feb 17, 1792 W"
X00936,death,1876-2-?,1876-02-08,clean,"; d. Feb 8, 1876 M"
H03526,birth,1814-3-?,1814-03-05,clean,"b. Mar 5, 1814 W"
H03526,death,1894-12-?,1894-12-13,clean,"; d. Dec 13, 1894 C"
X00937,birth,1812-9-?,1812-09-09,clean,"b. Sep 9, 1812 W"
X00937,death,1894-?-?,1894-03-30,clean,"; d. Mar 30, 1894 C"
H03527,birth,1817-3-?,1817-03-10,clean,"b. Mar 10, 1817 W"
H03527,death,1889-1-?,1889-01-26,clean,"; d. Jan 26, 1889 M"
X00938,birth,1811-1-?,1811-01-02,clean,"b. Jan 2, 1811 W"
H03528,birth,1819-8-?,1819-08-09,clean,"b. Aug 9, 1819 W"
H03528,death,1850-8-?,1850-08-21,clean,"; d. Aug 21, 1850 G"
X00939,birth,1817-6-?,1817-06-03,clean,"b. Jun 3, 1817 B"
X00939,death,1887-8-?,1887-08-20,clean,"; d. Aug 20, 1887 V"
H03529,birth,1822-2-?,1822-02-19,clean,"b. Feb 19, 1822 W"
H03529,death,1890-1-?,1890-01-22,clean,"; d. Jan 22, 1890 W"
X00940,birth,1821-8-?,1821-08-31,clean,"b. Aug 31, 1821 B"
X00940,death,1897-11-?,1897-11-05,clean,"; d. Nov 5, 1897 H"
H03530,birth,1824-8-?,1824-08-10,clean,"b. Aug 10, 1824 L"
H03530,death,1867-2-?,1867-02-13,clean,"; d. Feb 13, 1867 L"
X00941,birth,1826-7-?,1826-07-27,clean,"b. Jul 27, 1826 R"
X00941,death,1882-2-?,1882-02-02,clean,"; d. Feb 2, 1882 L"
H03531,birth,1827-7-?,1827-07-30,clean,"b. Jul 30, 1827 W"
X00942,death,1900-2-?,1900-02-18,clean,"; d. Feb 18, 1900 F"
H03532,birth,1830-2-?,1830-02-17,clean,"b. Feb 17, 1830 W"
H03532,death,1916-3-?,1916-03-26,clean,"; d. Mar 26, 1916 H"
H03533,birth,1832-9-?,1832-09-28,clean,"b. Sep 28, 1832 N"
X00943,birth,1823-2-?,1823-02-06,clean,"b. Feb 6, 1823 P"
H03534,birth,1838-2-?,1838-02-10,clean,"b. Feb 10, 1838 B"
HD2709,birth,1845-6-?,1845-06-02,clean,"b. Jun 2, 1845 R"
HD2709,death,1847-8-?,1847-08-30,clean,"; d. Aug 30, 1847 a"
HD2710,birth,1849-12-?,1849-12-10,clean,"b. Dec 10, 1849 R"
HD2710,death,1903-6-?,1903-06-07,clean,"; d. Jun 7, 1903 C"
HD2711,birth,1852-9-?,1852-09-09,clean,"b. Sep 9, 1852 M"
HD2711,death,1885-11-?,1885-11-25,clean,"; d. Nov 25, 1885 A"
X00945,death,1940-?-?,1940-03-14,clean,"; d. Mar 14, 1940 F"
HD2712,birth,1854-11-?,1854-11-17,clean,"b. Nov 17, 1854 W"
HD2712,death,1940-8-?,1940-08-27,clean,"; d. Aug 27, 1940 H"
HD2713,birth,1863-11-?,1863-11-25,clean,"b. Nov 25, 1863 H"
HD2713,death,1913-11-?,1913-11-29,clean,"; d. Nov 29, 1913 E"
X00947,birth,1853-4-?,1853-04-19,clean,"b. Apr 19, 1853 C"
X00947,death,1942-3-?,1942-03-03,clean,"; d. Mar 3, 1942 E"
X00948,birth,1841-6-?,1841-06-19,clean,"b. Jun 19, 1841 C"
HD2714,birth,1871-7-?,1871-07-09,clean,"b. Jul 9, 1871 W"
HD2714,death,1937-12-?,1937-12-03,clean,"; d. Dec 3, 1937 C"
X00949,birth,1869-3-?,1869-03-07,clean,"b. Mar 7, 1869 V"
X00949,death,1939-7-?,1939-07-22,clean,"; d. Jul 22, 1939 F"
HD2715,death,1917-?-?,1917-05-12,clean,"; d. May 12, 1917 a"
X00950,birth,1876-7-?,1876-07-25,clean,"b. Jul 25, 1876;"
X00950,death,1947-5-?,1947-05-20,clean,"; d. May 20, 1947."
HD2720,birth,1886-11-?,1886-11-15,clean,"b. Nov 15, 1886 R"
HD2720,death,1965-1-?,1965-01-11,clean,"; d. Jan 11, 1965 E"
HD2723,birth,1894-11-?,1894-11-15,clean,"b. Nov 15, 1894 R"
HD2723,death,1935-5-?,1935-05-25,clean,"; d. May 25, 1935 M"
X00952,birth,1898-8-?,1898-08-15,clean,"b. Aug 15, 1898 M"
X00952,death,1982-11-?,1982-11-29,clean,"; d. Nov 29, 1982 C"
HD2730,birth,1867-2-?,1867-02-10,clean,"b. Feb 10, 1867 T"
HD2730,death,1937-11-?,1937-11-09,clean,"; d. Nov 9, 1937 H"
X00954,birth,1894-7-?,1894-07-11,clean,"b. Jul 11, 1894 M"
X00954,death,1962-5-?,1962-05-04,clean,"; d. May 4, 1962 H"
HD2731,birth,1901-3-?,1901-03-17,clean,"b. Mar 17, 1901 M"
HD2731,death,1941-6-?,1941-06-14,clean,"; d. Jun 14, 1941 M"
HD2732,birth,1930-4-?,1930-04-04,clean,"b. Apr 4, 1930 C"
HD2732,death,1981-1-?,1981-01-06,clean,"; d. Jan 6, 1981 J"
HD2733,birth,1956-1-?,1956-01-12,clean,"b. Jan 12, 1956 M"
HD2733,death,2019-2-?,2019-02-12,clean,"; d. Feb 12, 2019 M"
X00970,birth,1869-?-?,1869-11-27,clean,"b. Nov 27, 1869 S"
HD2744,birth,1900-3-?,1900-03-01,clean,"b. Mar 1, 1900 D"
X00973,birth,1890-?-?,1890-05-22,clean,"b. May 22, 1890 W"
X00973,death,1968-?-?,1968-03-28,clean,"; d. Mar 28, 1968 H"
HD2747,birth,1917-8-?,1917-08-23,clean,"b. Aug 23, 1917 C"
HD2747,death,2000-4-?,2000-04-04,clean,"; d. Apr 4, 2000 C"
X00974,birth,1919-?-?,1919-05-23,clean,"b. May 23, 1919;"
X00974,death,2004-?-?,2004-04-16,clean,"; d. Apr 16, 2004."
HD2748,death,1918-?-?,1918-12-03,clean,"; d. Dec 3, 1918."
X00975,birth,1813-?-?,1813-04-23,clean,"b. Apr 23, 1813 B"
X00975,death,1887-?-?,1887-04-04,clean,"; d. Apr 4, 1887 N"
X00979,birth,1819-7-?,1819-07-15,clean,"b. Jul 15, 1819 P"
X00979,death,1874-1-?,1874-01-18,clean,"; d. Jan 18, 1874 P"
X00982,birth,1820-5-?,1820-05-01,clean,"b. May 1, 1820 S"
X00982,death,1852-3-?,1852-03-31,clean,"; d. Mar 31, 1852 M"
X00985,birth,1843-3-?,1843-03-04,clean,"b. Mar 4, 1843 B"
X00985,death,1912-1-?,1912-01-14,clean,"; d. Jan 14, 1912 P"
HD2752,birth,1873-10-?,1873-10-26,clean,"b. Oct 26, 1873 P"
HD2755,birth,1844-11-?,1844-11-14,clean,"b. Nov 14, 1844 S"
HD2755,death,1898-9-?,1898-09-30,clean,"; d. Sep 30, 1898 D"
X00991,birth,1887-8-?,1887-08-28,clean,"b. Aug 28, 1887 D"
X00991,death,1973-1-?,1973-01-28,clean,"; d. Jan 28, 1973 H"
HD2759,birth,1923-6-?,1923-06-20,clean,"b. Jun 20, 1923 E"
HD2759,death,2002-11-?,2002-11-17,clean,"; d. Nov 17, 2002 M"
HD2762,death,1957-?-?,1957-03-22,clean,"; d. Mar 22, 1957 B"
HD2763,birth,1869-3-?,1869-03-05,clean,"b. Mar 5, 1869 A"
HD2763,death,1937-?-?,1937-01-23,clean,"; d. Jan 23, 1937 S"
HD2766,birth,1909-3-?,1909-03-16,clean,"b. Mar 16, 1909 S"
HD2766,death,1978-?-?,1978-11-22,clean,"; d. Nov 22, 1978 S"
HD2768,birth,1890-6-?,1890-06-20,clean,"b. Jun 20, 1890 R"
HD2768,death,1971-?-?,1971-03-07,clean,"; d. Mar 7, 1971 A"
X01168,death,1866-6-?,1866-06-22,clean,". d. June 22, 1866 G"
X01835,death,1905-?-?,1905-10-14,clean,"red October 14, 1905 a"
X01863,death,1772-?-?,1772-03-19,clean,"; d. Mar 19, 1772 F"
X01864,birth,1713-?-?,1713-08-14,clean,"b. Aug 14, 1713 F"
X01864,death,1779-?-?,1779-02-20,clean,"; d. Feb 20, 1779 F"
X01879,birth,1920-?-?,1920-08-29,clean,"b. Aug 29, 1920 M"
X01879,death,2006-?-?,2006-01-02,clean,"; d. Jan 2, 2006 a"
HD3189,birth,1784-?-?,1784-06-17,clean,"s b. Jun 17, 1784 A"
X01958,death,1858-?-?,1858-11-02,clean,"; d. Nov 2, 1858 ("
X01984,death,1888-?-?,1888-01-19,clean,"; d. Jan 19, 1888/8"
HD2907,death,1928-?-?,1928-05-12,clean,"; d. May 12, 1928 N"
HD2908,death,1928-?-?,1928-12-14,clean,"d. Dec 14, 1928 a"
HD2934,birth,1777-?-?,1777-11-15,clean,"b. Nov 15, 1777;"
HD2934,death,1813-?-?,1813-09-13,clean,"; d. Sep 13, 1813 H"
HD2935,birth,1779-?-?,1779-11-20,clean,"b. Nov 20, 1779;"
HD2935,death,1860-?-?,1860-10-06,clean,"; d. Oct 6, 1860."
HD2936,birth,1784-?-?,1784-06-20,clean,"b. Jun 20, 1784;"
HD2936,death,1854-?-?,1854-09-28,clean,"; d. Sep 28, 1854 O"
HD2937,birth,1789-?-?,1789-12-23,clean,"b. Dec 23, 1789;"
HD2938,birth,1792-?-?,1792-04-07,clean,"b. Apr 7, 1792;"
HD2939,birth,1798-?-?,1798-05-15,clean,"b. May 15, 1798;"
T00383,birth,1734-?-?,1734-01-28,clean,"b. Jan 28, 1734/5"
T00384,death,1825-?-?,1825-07-23,clean,"; d. Jul 23, 1825 a"
T00385,death,1810-?-?,1810-11-15,clean,"; d. Nov 15, 1810 a"
T00386,death,1750-?-?,1750-11-03,clean,"; d. Nov 3, 1750 a"
T00388,death,1750-?-?,1750-12-27,clean,"; d. Dec 27, 1750."
X02001,death,1877-?-?,1877-05-27,clean,"; d. May 27, 1877 R"
X02005,birth,1851-?-?,1851-07-07,clean,"b. Jul 7, 1851;"
X02005,death,1898-?-?,1898-05-29,clean,"; d. May 29, 1898."
X02008,death,1860-?-?,1860-09-30,clean,"; d. Sep 30, 1860 R"
HD2992,death,1873-?-?,1873-04-02,clean,"; d. Apr 2, 1873 a"
HD2993,birth,1868-?-?,1868-07-07,clean,"b. Jul 7, 1868;"
HD2993,death,1868-?-?,1868-09-12,clean,"; d. Sep 12, 1868 a"
X02107,birth,1809-?-?,1809-08-01,clean,"b. Aug 1, 1809 L"
T01058,death,1873-12-?,1873-12-31,clean,"red Dec 31, 1873;"
T01878,birth,1865-?-?,1865-02-14,clean,s b Feb 14 1865 d
T01888,birth,1876-?-?,1876-05-21,clean,"(b. May 21, 1876)"
H03872,death,1919-?-?,1919-03-21,clean,"; d. March 21, 1919 a"
HD3241,death,2003-?-?,2003-07-22,clean,"5 d. Jul 22, 2003 a"
HD3362,birth,1827-?-?,1827-01-11,clean,"b. Jan 11, 1827;"
HD3362,death,1869-?-?,1869-06-19,clean,"; d. Jun 19, 1869 a"
X02661,death,1928-?-?,1928-10-23,clean,"ied October 23, 1928 i"
X02663,death,1940-?-?,1940-01-22,clean,"ied January 22, 1940 i"
X02664,death,1902-?-?,1902-09-25,clean,"ied September 25, 1902 i"
X02665,death,1917-?-?,1917-02-27,clean,"ied February 27, 1917 i"
HD3995,death,1856-?-?,1856-03-20,clean,"e d. Mar 20, 1856 A"
I00564,death,1920-?-?,1920-09-16,clean,". d. Sep 16, 1920."
I00619,death,1822-?-?,1822-12-30,clean,"ied Dec 30, 1822 a"
I00690,death,1951-?-?,1951-01-03,clean,"ied Jan 3, 1951 P"
I00901,birth,1800-?-?,1800-07-27,clean,". b.Jul 27, 1800 R"
I00957,birth,1904-?-?,1904-06-14,clean,"(b.June 14, 1904 C"
I00957,death,1960-?-?,1960-04-26,clean,"; d.April 26, 1960;"
H02754,death,1872-?-?,1872-02-05,clean,"ied February 5, 1872."
H02820,death,1895-?-?,1895-08-07,clean,". d. Aug 7, 1895."
HD5148,death,1954-5-?,1954-05-29,clean,"; d. May 29, 1954 K"
HD5149,death,1974-8-?,1974-08-30,clean,"; d. Aug 30, 1974 a"
HD5683,death,1799-?-?,1799-06-16,clean,"zed June 16, 1799,"
HD0077,death,1776-1-?,1776-02-05,conflict,"ved February 5, 1776"
HD2452,death,1903-9-?,1903-07-19,conflict,"; d. Jul 19, 1903 S"
H00385,death,1762-?-?,1762-01-01,jan1_suspect,"ied Jan 1, 1762 a"
HD0962,birth,1782-?-?,1782-01-01,jan1_suspect,"b. Jan 1, 1782."
H00737,birth,1751-?-?,1751-01-01,jan1_suspect,"b. Jan 1, 1751 G"
HD1128,birth,1885-?-?,1885-01-01,jan1_suspect,"b. Jan 1, 1885 E"
HD1463,birth,1812-?-?,1812-01-01,jan1_suspect,b. Jan 1 1812 N
HD1464,birth,1815-?-?,1815-01-01,jan1_suspect,b. Jan 1 1815 N
H00892,death,1836-?-?,1836-01-01,jan1_suspect,"; d. Jan 1, 1836 N"
HD1627,birth,1861-?-?,1861-01-01,jan1_suspect,"b. Jan 1, 1861 B"
HD1788,birth,1947-?-?,1947-01-01,jan1_suspect,"b. Jan 1, 1947 N"
HD1836,birth,1929-?-?,1929-01-01,jan1_suspect,"b. Jan 1, 1929 S"
X00638,birth,1793-?-?,1793-01-01,jan1_suspect,"b. Jan 1, 1793 H"
X03405,death,1930-?-?,1930-01-01,jan1_suspect,"; d. Jan 1, 1930 G"
HD2318,birth,1917-1-?,1917-01-01,jan1_suspect,"b. Jan 1, 1917 C"
X00847,death,1886-?-?,1886-01-01,jan1_suspect,"; d. Jan 1, 1886 W"
